SRC_IP,DST_IP,DST_PORT,C34_MsgType,C34_DataSourceID,C34_SectorNum,C34_TimeOfDay,C34_AntRotationSpeed,C34_Sys_NOGO,C34_Sys_RDPC,C34_Sys_RDPR,C34_Sys_OVL_RDP,C34_Sys_OVL_XMT,C34_Sys_MSC,C34_Sys_TSV,C34_PSR_ANT,C34_PSR_CHAB,C34_PSR_OVL,C34_PSR_MSC,C34_SSR_ANT,C34_SSR_CHAB,C34_SSR_OVL,C34_SSR_MSC,C34_MDS_ANT,C34_MDS_CHAB,C34_MDS_OVL_SUR,C34_MDS_MSC,C34_MDS_SCF,C34_MDS_DLF,C34_MDS_OVL_SCF,C34_MDS_OVL_DLF,C34_Proc_RED_RDP,C34_Proc_RED_XMT,C34_ProcPSR_POL,C34_ProcPSR_RED_RAD,C34_ProcPSR_STC,C34_ProcSSR_RED_RAD,C34_ProcMDS_RED_RAD,C34_ProcMDS_CLU,C34_MsgCnt_TYP,C34_MsgCnt_VAL,C34_Err_Range,C34_Err_Azimuth,C34_Win_RhoStart,C34_Win_RhoEnd,C34_Win_ThetaStart,C34_Win_ThetaEnd,C34_DataFilter,C34_Height,C34_Lat,C34_Lon,C48_DataSourceID,C48_TimeOfDay,C48_TrackNum,C48_AcftID,C48_Typ,C48_Sim,C48_RDP,C48_SPI,C48_RAB,C48_TST,C48_ERR,C48_XPP,C48_ME,C48_MI,C48_FOE,C48_Polar_Rho,C48_Polar_Theta,C48_Cart_X,C48_Cart_Y,C48_Mode2_V,C48_Mode2_G,C48_Mode2_L,C48_Mode2_Squawk,C48_Mode1_V,C48_Mode1_G,C48_Mode1_L,C48_Mode1_Code,C48_Mode2_Conf,C48_Mode3A_V,C48_Mode3A_G,C48_Mode3A_L,C48_Mode3A_Squawk,C48_Mode3A_Conf,C48_FL_V,C48_FL_G,C48_FlightLevel,C48_ModeC_V,C48_ModeC_G,C48_ModeC_Code,C48_Height3D,C48_RadDopp_D,C48_RadDopp_CAL,C48_RadDopp_DOP,C48_RadDopp_AMB,C48_RadDopp_FRQ,C48_Plot_SRL,C48_Plot_SRR,C48_Plot_SAM,C48_Plot_PRL,C48_Plot_PAM,C48_Plot_RPD,C48_Plot_APD,C48_TrkStat_CNF,C48_TrkStat_RAD,C48_TrkStat_DOU,C48_TrkStat_MAH,C48_TrkStat_CDM,C48_TrkStat_TRE,C48_TrkStat_GHO,C48_TrkStat_SUP,C48_TrkStat_TCC,C48_Calc_GS,C48_Calc_HDG,C48_Quality_X,C48_Quality_Y,C48_Quality_V,C48_Quality_H,C48_AcftAddr,C48_Com_COM,C48_Com_STAT,C48_Com_SI,C48_Com_MSSC,C48_Com_ARC,C48_Com_AIC,C48_Com_B1A,C48_Com_B1B
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1871,,1,0,0,0,0,,,,,,,0.9296875,251.361694335938,-0.8828125,-0.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00054931640625,99.129638671875,0.03125,0.015625,0.00054931640625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1872,,1,0,0,0,0,,,,,,,3.546875,269.862670898438,-3.546875,-0.0078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0,0,0.03125,0.015625,0.00054931640625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,8,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1873,,1,0,0,0,0,,,,,,,2.17578125,282.189331054688,-2.125,0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.000732421875,34.25537109375,0.03125,0.015625,0.00018310546875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,2,1,78.75,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1865,,1,0,0,0,0,,,,,,,5.203125,198.028564453125,-1.609375,-4.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.001708984375,2.8289794921875,0.0234375,0.0390625,0.00115966796875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1866,,1,0,0,0,0,,,,,,,8.0546875,206.921997070312,-3.640625,-7.1796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00164794921875,211.382446289062,0.03125,0.0390625,0.00054931640625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1867,,1,0,0,0,0,,,,,,,0.73046875,202.966918945312,-0.28125,-0.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00091552734375,190.090942382812,0.015625,0.03125,0.00048828125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,9,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1868,,1,0,0,0,0,,,,,,,6.8984375,223.049926757812,-4.7109375,-5.0390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00048828125,132.5830078125,0.0390625,0.0390625,0.00079345703125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1869,,1,0,0,0,0,,,,,,,2.328125,264.473876953125,-2.3125,-0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00030517578125,4.735107421875,0.03125,0.015625,0.0003662109375,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1871,,1,0,0,0,0,,,,,,,0.92578125,251.339721679688,-0.875,-0.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0006103515625,95.1580810546875,0.03125,0.015625,0.00054931640625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1870,,1,0,0,0,0,,,,,,,1.25,263.952026367188,-1.2421875,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00042724609375,228.685913085938,0.03125,0.0078125,0.0003662109375,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1872,,0,0,0,0,0,,,,,,,,,-3.546875,-0.0078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0.03125,0.015625,0.00054931640625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1873,,1,0,0,0,0,,,,,,,2.17578125,282.200317382812,-2.125,0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00103759765625,24.5489501953125,0.03125,0.015625,0.00030517578125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,8,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,2,1,146.25,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1865,,1,0,0,0,0,,,,,,,5.203125,198.028564453125,-1.609375,-4.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00079345703125,347.536010742188,0.0234375,0.03125,0.00115966796875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1866,,1,0,0,0,0,,,,,,,8.0546875,206.889038085938,-3.640625,-7.1796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00140380859375,205.477294921875,0.03125,0.0390625,0.00048828125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1867,,1,0,0,0,0,,,,,,,0.7109375,203.197631835938,-0.2734375,-0.6484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0001220703125,82.8863525390625,0.015625,0.03125,0.00042724609375,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1868,,1,0,0,0,0,,,,,,,6.8984375,223.038940429688,-4.703125,-5.0390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0,0,0.0390625,0.0390625,0.00079345703125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1869,,1,0,0,0,0,,,,,,,2.328125,264.215698242188,-2.3125,-0.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00030517578125,168.343505859375,0.03125,0.015625,0.0003662109375,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1871,,1,0,0,0,0,,,,,,,0.93359375,251.152954101562,-0.8828125,-0.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0003662109375,157.52197265625,0.03125,0.015625,0.00048828125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1870,,1,0,0,0,0,,,,,,,1.25390625,264.122314453125,-1.2421875,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00091552734375,273.114624023438,0.03125,0.0078125,0.00018310546875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,8,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1873,,1,0,0,0,0,,,,,,,2.1796875,281.876220703125,-2.1328125,0.4453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0001220703125,357.994995117188,0.03125,0.015625,0.00030517578125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2145,,1,0,0,0,0,,,,,,,2.328125,264.556274414062,-2.3125,-0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00067138671875,356.605224609375,0.03125,0.015625,0.000244140625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2146,,1,0,0,0,0,,,,,,,0.94921875,250.927734375,-0.8984375,-0.3046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0008544921875,143.530883789062,0.03125,0.015625,0.0006103515625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2147,,1,0,0,0,0,,,,,,,1.23828125,264.028930664062,-1.2265625,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00030517578125,182.8125,0.03125,0.0078125,0.00018310546875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,6,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,1,1,,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,6,0,,,,,,,,29,26.3022351264954,127.910213470459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2144,,1,0,0,0,0,,,,,,,0.71875,204.4775390625,-0.296875,-0.6484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00054931640625,4.9603271484375,0.0234375,0.03125,0.0003662109375,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,2,1,236.25,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2145,,1,0,0,0,0,,,,,,,2.328125,264.556274414062,-2.3125,-0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00115966796875,355.220947265625,0.03125,0.015625,0.00030517578125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2147,,1,0,0,0,0,,,,,,,1.23828125,264.364013671875,-1.2265625,-0.1171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.000244140625,96.097412109375,0.03125,0.0078125,0.0001220703125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2146,,1,0,0,0,0,,,,,,,0.94140625,251.0595703125,-0.890625,-0.3046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.0008544921875,143.530883789062,0.03125,0.015625,0.0006103515625,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2148,,1,0,0,0,0,,,,,,,3.54296875,274.04296875,-3.53125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00146484375,291.708984375,0.03125,0.0078125,0.00030517578125,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2149,,1,0,0,0,0,,,,,,,2.1796875,281.705932617188,-2.1328125,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,0.00067138671875,208.416137695312,0.03125,0.015625,0.00018310546875,22.412109375,,,,,,,,,
10.90.90.25,10.90.90.216,8600,2,1,22.5,1,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,0,0,0,,,,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
